CodemixedText,HateorNot,text_length,matched_words,has_profanity,total_severity,Rule_Hate
pakistan west pakistan and bangladesh east pakistan bangladeshi logon ka murder rape kiya tikaa khanwest pakistani army led by tikka,0,132,[],0,0,0
aur mujhe lagta nhi h yakeen h tu rape ki aulad h,0,49,[],0,0,0
terrorist sub nai ko bolo q ap log nafrat pahla chate ho tum jeso ki waja se desh ka badnam karte ho,1,100,[],0,0,0
rishi g modi s kaho terrorism khatam katy,0,41,[],0,0,0
pushpa mujhse ye aansu nahi dekhe jaate i hate tears,0,52,[],0,0,0
day i hate cases yaar,1,21,[],0,0,0
han tariff ki te likn is ka matlab ye hargiz nahi k ap ki har baat teek hogi isi ik pay ap nay rape ka ilzam b lagaya ta saal larki k,0,133,[],0,0,0
pakistan may bijli nai phir bhi koi andheray ka faid nai uthath hy india my bijli hay fir bhi rape daba k karta hy,0,114,[],0,0,0
chalo terrorism ki wajah se toh phatti hai ap logo ki d and we are not terrorist and unka ko koi imaan nahi hota what about gujarat kashmir,0,139,[],0,0,0
so much hate kaha se late hain venom,0,36,[],0,0,0
kasur tumhara nahi tumhere allah ka hai jo saal ke bachi ke saath rape kiya,1,75,[],0,0,0
mr motu agr terrorism bandh krni hai to aap mudhi ko bandh krdo terrorism khud khatam hojai gi,1,94,[],0,0,0
terrorism har dharm me hai kya hindu kya muslim islam ka koi kisi tarah ke terrorism see taaluq nahi hai jahiliyat bhi terrorism hai you,0,136,[],0,0,0
toilet rape aur pishi kapoor wali chussen na marni,0,50,[],0,0,0
koi larki nazar aajai inke frustrated larke waheen shuru hojate hain ye bi terrorism ki hi ek type hai balochistan aur kashmir mei gund,0,135,[],0,0,0
salaooo terrorism to tum pehlate ho agar kehte hona ke hum nahi phelate to wapis karoo kashmir salaooo haram ke peelooo,0,119,[],0,0,0
jinhone mara unhe kosh liya ab baari us pm ki hai jo demonetization se terrorism control kar raha tha nation needs to know,1,122,[],0,0,0
hum to khud terrorism ka shikaar hain magar kal zaroor kpooray khilain gain hum aap ko woh bhee bakray kay,0,106,[],0,0,0
delhi is rape capital udhar jaake thora bashan dete tou apki larkiyan surakshit hoti sala surakshit mein bhi shit aata hai,1,122,[],0,0,0
gao rakshak aap se sambhale nahi jaate or baat kerte hain terrorism ki itna hi dimag bathroom banane mein lagate tou log hagg ker dua dete,1,138,[],0,0,0
ha re tu to rape ka nateejah hai hee,0,36,[],0,0,0
ye bhi rape ka nateeja hah,0,26,[],0,0,0
aaj pakistan ka rape ho ke rahega,0,33,[],0,0,0
kapooray pehlay mulk main rape control kro kahin tumharay chiknay ka b na hojayai angrezi hamain ahi jayaigi chiknay ka rape hua to izat nhi,0,140,[],0,0,0
mohabbat tum se nafrat hai episode,0,34,[],0,0,0
wo tou moodi bhi apni maa ka piyar leta hain tou kashmir or gujrat k innocent logo ka khoon maaf hojaega toopo ki salami bhai aapko,0,131,[],0,0,0
mohabbat tum se nafrat hai episode,0,34,[],0,0,0
rashan card banane k liye govt office ki kya jarurat hai be apne ghar me bana liya karo,1,87,[],0,0,0
ye es liye hate kr rahe hain imran khan ko k choor nawaz k pakre jane k bad chote chooron ka dana paani b khatre main par jaye ga,0,129,[],0,0,0
ap k tv channels se he nafrat phelana seekha hai,1,48,[],0,0,0
acha choro yaar tum log jeeto aur hazaar baar jeeto sirf rape control ker lo yar hamain haar mazoor hai we want peace love and respect,0,134,[],0,0,0
bari ajeeb baat ki ap ney terrorist to terrorist hy kisi bhe qoom ka ho usko phansi dena chahye yehan pay sirf qoomon ka ziker keon,0,131,[],0,0,0
aaap log support karna band kar do terrorism ko wo automatically band hojae ga hamen haar manzoor nai he banyon se,0,114,[],0,0,0
maine suna tha chhotichhoti baaton pe murder karte hai,0,54,[],0,0,0
wese bhi i hate shopping so wese hi kafi bachat hojati hai unki,1,63,[],0,0,0
budhe rape delhi ki sarko pe hota hai,1,37,[],0,0,0
agaar ghalat hn to correction kijiye ga,0,39,[],0,0,0
look who is talkingpak main india se jyada rape hote hai miya,1,61,[],0,0,0
stop terrorism in kashmir baqi sub apnay app teekh ho jaye ga,0,61,[],0,0,0
bhai aap buddha hogaya pata nhi kitna saal aur jioge be good dude first apna rape karna band kardo yaar,0,103,[],0,0,0
valentine night per bangalure ma jis tarah aurton se rape kiya gaya pehle usse band karwaen kahan terrorism ki bat karte hen,1,124,[],0,0,0
itna bara zulm is zulm k baad tu hitler khud chal k aaya hoga apna student banane k liaye,0,89,[],0,0,0
oye pagal terrorism ko maar goli and ye jo terrorism hai ye tum logo ki pak ko badnaam karne ki chaal hai,1,105,[],0,0,0
afsos isi baat ki hai per koi nahi ek na ek din aqal thikane aayegi aur log samjhenge nafrat se nahi payar se dil jeeta jata hai,0,128,[],0,0,0
chalo bhayya bheek hi sahi per rape nae kerte,0,45,[],0,0,0
tum raw band kr do yar terrorism band ho jye gi,0,47,[],0,0,0
fathers day per ye bachay hamare sath hain khoon akhir khoon hota hai,1,69,[],0,0,0
acha ye batao ye jo tum is tarah ki tweets daal rahe ho ye ghalat ni terrorism tou tum phaila rahe ho apni umer dekho aur harkatein dekho,1,137,[],0,0,0
kuch kehna baaqi hai ya ab bhi nafrat ka sabab poochogay aap log balochistan walon say ya balochon se k q dil,0,109,[],0,0,0
madarchod saale gang rape ki paidayish,1,38,['madarchod'],1,10,1
unko sirf hitler ki bhasha samaj me aayegi,0,42,[],0,0,0
achcha choddo yaar tum log jeeton aur hazaaron baar jeeton sirf terrorism bandh kar do yaar mujhe haar manzoor haiu dad iztalli,0,127,[],0,0,0
apki movie ka trailer share karne me darr lagta he aajkal log dekhne ke bad esa esa sunate he na khoon ke aasu rota hai dil,0,123,[],0,0,0
turn up turn up turn up khuphuka deeeeeeejay shona phansi mawuthandawaaaaaaaaaaashaaaaa,0,87,[],0,0,0
rape ko rap kehne wale jahil se behes kr ke aap log apna time waste kr rahe hai i think,0,87,[],0,0,0
terrorism pakistan me hai or fikar puri duniya ko hai pata nahin inhe hamari fikar hai ya humse darte hai,0,105,[],0,0,0
itni shiddat se to koi kisi se pyar bhi nahi karta fir itni nafrat late kaha se ho bhai,0,87,[],0,0,0
army nhi hai bhai wo khud terrorists hai ar terrorism kaha india ki wajah se hafiz saeed indian hai yaa osama bin laden,0,119,[],0,0,0
bs kr de taao hate speech ki,1,28,[],0,0,0
haaro ge he inshaa allah terrorism phelane me bhi aur kal ka match bhi,0,70,[],0,0,0
ji up se jo crime h ab aap puri tarah se saaf kar de ji rape jaise crime t bilkul saaf kareye taki ladkiya aaram se rahe,0,120,[],0,0,0
kashmir mai jo ho raha hai kiya wo terrorism nahi,1,49,[],0,0,0
toilet nahi isliye tu bahot rape hotay wahan rishi kapoor ranbir kis ka beata hain haha shakti kapoor yeh gulshan yeh amitab,1,124,[],0,0,0
india hum apna kutton ko bhi na bhjna tum papion ka kia bhrosa unka bhi rape kar do,0,83,['kutton'],1,2,0
is ki nachne wali biwi ka rape to nahi ho gaya,0,46,[],0,0,0
terrorism tm log bandh kardo chutyon kashmir mai,0,48,[],0,0,0
aap lead kerna shuhada ki tehreek aur aap ko kasam hay un kay pak khoon ki kay aap jaan denge un kay haq k leyenahi beta kabi nahi dega tu,0,138,[],0,0,0
haan aur misunderstanding aur nafrat badd jayegi uski anika ke liye,0,67,[],0,0,0
shukr h khuda k ki kashmir abhi hindustan m h agr pakistan m hota to isse bhi bure halaat hote phale apne desh k terrorism ko khtm kre aplog,0,140,[],0,0,0
iss khandan ko hitler ki zarorat hai,0,36,[],0,0,0
congress ne deshwasiyo ka khoon choosa hai,0,42,[],0,0,0
shit phir se feelings aa rahi hain gaaliyan deney ko dil karta hai dil khoon ke aansu rota hai merey,0,100,[],0,0,0
hate ka jyaada hai love ke comparison mein,0,42,[],0,0,0
so ja bhai kal pakistan ka rape bhi dekhna hai,0,46,[],0,0,0
india se kam hai hai rape cases heh baat tum bhi jaantay ho,0,59,[],0,0,0
year aap kashmirion aur indian muslims kay saath state sponsored terrorism band kardo pakistani dukan bhi bandh hojaye ge,0,121,[],0,0,0
haraam kaam say nafrat karnay wala aur halal ki tarf raghbat delanay wala naam,1,78,['haraam'],1,5,1
acha choro apni army ko roti dou apni awaam ko toilets aur apni larkiyo ko rape sey bachao hame harr manzoor hai we want peace love,0,131,[],0,0,0
chal hm najaiz hai tu toh suar ki jaaiz aulaad hai toh apna dna test kara k tera baap kon hai gang rape ki aulaad,0,113,[],0,0,0
pahle khud to kashmir mein terrorism band kro fir doosron ko sabaq do wo kia kahte hen dhoop chahre per thi aur aeena saaf krte rahe,0,132,[],0,0,0
tera baap hoga tum log waise bhi rape ki padaish ho,1,51,[],0,0,0
sir aap ko unko reply dekar batane ki jarurat bilkul nahi thiki aapne kya khel khele hai aur aapne kya aur kyu kamaya hai hate such ppl,0,135,[],0,0,0
jis confidence se barca fans bolte hai ke ronaldo ne rape kiya hai mujhe to shak hai ke messi ke loundo me se ronaldo ka hai,0,124,[],0,0,0
mohabbat tum se nafrat hai episode har pal geo via,0,50,[],0,0,0
mohabbat tumse nafrat hai episode via,0,37,[],0,0,0
matlab kuch bhi search rape capital in twitter sach samny aa jaye ga pictwittercomdoiidztha,0,91,[],0,0,0
achcha choddotum log jeeto aur hazaron bar jeeto sirf kashmir me terrorism bandh kr do ind mujhe har manzoor haiwe want peace in kashmir,0,136,[],0,0,0
dont throw chameli but i remember ipkkndnafrat paas aane na den mohabaat door jaane na denab inn ishqbaazon ke pyaar ko kya naam doon,0,133,[],0,0,0
to ek ek kar ke terror attacks me marne se unke pariwar ko dard nahi hoga kya kahna chahte ho,1,93,[],0,0,0
bhaiya ravish tere bhai ne eh ladki ka rape kiya wo ladki ko bhi insaaf nhi mila abhi tsk kabho prime time pe us ladki tarf se bhi bolo,1,135,[],0,0,0
nahi bheji tu kiya nahi bhejty rape capital tumhara tatti tum log sahi sy nahi kar skty aur baatein idhr krty ho jao jao,0,120,['tatti'],1,3,0
kar lo jo kar skty ho hai tu rape capital tumhara he,0,52,[],0,0,0
inka bas chale to sweden aur canada ko bhi terrorism sponsors karar dede,0,72,[],0,0,0
dilog acha hy rishi sir sbko pata hu terrorism kon kr raha hy soo plzzz dosron pay ilzm na lagao pehly apne ghr ko saaf kro,1,123,[],0,0,0
army ko roti nai milti awam k pas toilet nai or girls ka sath rapemuqabla karty hain pakistan se wah g wah,1,106,[],0,0,0
chintu jee agar insan lajawab ho jay tu osko bat tabdil nahi karni chaiay or eay tu pori duniya janti hai terrorism ko karta hai,0,128,[],0,0,0
lo ji de taali main bhi sweet mein vo sandhir wale feels nai aate not that i hate it i do read them but sandhir samjhke nai,0,123,[],0,0,0
toh hote hai na fir kyo point out kar raha hai india ko jaise pakistan mein rapes hotein hi nahi hai as per un u lead us in rape rates pictwittercomyuqzzufzd,0,157,[],0,0,0
matlab jis baat par khoon khaulna chahiye ussse aap like karte hain vote kya itna jaroori hai,0,93,[],0,0,0
bhai rehn de apne cousin se shadi kar lete hain ye log rape vgreh kya jab ghar me hi behen tak nai chorte,0,105,[],0,0,0
at least apni na sahi apnay poorvajon ki janam bhoomi se itni nafrat tau na karainkapoor saheb,0,94,[],0,0,0
lagta hai pakistaniyun ne rape kiya hua hai tera tabhi itna jalty ho,0,68,[],0,0,0
kapoor saheb we are not terrorists we are terrorism victims baqi itni nafrat yaqeen nahi aata k kapoor itni nafrat kartay hain,1,126,[],0,0,0
aapki bhai log ramzan ke mahine main katal kar rahe hai terrorism kar rahe hai and aapke chacha immam fatwa kiyu nahi nikal rahe hai,0,132,[],0,0,0
ghus ja tv ke andar kahi wo murder scene miss na ho jaye,1,56,[],0,0,0
bhaar mein jaohindukashmir mein state terrorism bund kkarotum tun hee raho tou achcha hai,0,89,[],0,0,0
terrorism ki baat kerte hi aap log hamaare khud ke masle per hi kyu bolte hobharat se jyada problm to pakistan me hai,1,117,[],0,0,0
kaun si duniya me rehte ho aap rape hue nhi hai,0,47,[],0,0,0
wo tumhare jaise bhole bhale log hai jo terrorism ko support karte jo aqal k andhe hote hai wohi aisa karte hai,0,111,[],0,0,0
apne mote se dimagh par zor dalen take pata chale k agar terrorsits yahan haintou blasts bhi yahin par kionthink,0,112,[],0,0,0
salo rape k ilawah aur kiya ate hai porkies,0,43,[],0,0,0
hum khaatey hain cow ka gosht uska khoon nhy peetey,1,51,[],0,0,0
i so hate our fakn media kya zaroorat hy yai takra ke apni aukat dekha rahy hota hy indians aur inko zaroor chawal bana hota hy,1,127,[],0,0,0
sir aap kuch logo ki wajah se terrorism ka poora malba sab pakistaniyon k sar phenk rahe dil to na dukhayein,0,108,[],0,0,0
jb kalbushan ko latkaen ge to terrorism bhi band hojaega or india or teri bhi band hojaegifikr na kr,0,100,[],0,0,0
sr agar barud kam pad jaye topic me to mhamara khoon bardenge makkal mila to in gaddar on ki puri nasal mira denejai bhavani,1,124,[],0,0,0
human shield se rape ye kaise hota hai,0,38,[],0,0,0
apni army ko roti do,0,20,[],0,0,0
apni aurton ko rape se bachao,0,29,[],0,0,0
humein sirf peace aur love chahiye,0,34,[],0,0,0
use ghar ki safayi karni hogi i wish sanya kabhi mere ghar ayi hotipkka mera murder kar deti mera room dekh kar proud of fatimasanashaikh,0,137,[],0,0,0
padhe likhe log social media pe nafrat faila the hai isse acha toh hum gawar hi thik the phele,1,94,[],0,0,0
bhai terrorist ke janak bola jata pakistan ko atankwaad to inke khoon me hai ek paki ne bola ranking matter nhi krta cup matter nhi karta,0,137,[],0,0,0
av av modinagar bachchi ke sath rape via,0,40,[],0,0,0
india waly nafrat ko badhawa denay ka koi mauka ni choorty un gov to apni jaga un fazool channel waly bhi un ki,0,111,[],0,0,0
lagta hai jab angraiz gay thy to sae daba kr hissa dal gaye jo aj tk angraizi nae gaye khoon me se oh sorry urdu hai apni amma se pucho,0,135,[],0,0,0
kashmir solve kar do terrorism khud hi band hojayegi y dont u get that,0,70,[],0,0,0
aur ap rape ki,0,14,[],0,0,0
no khoon and cricket khel ek sath ni ho sakti h baki sari khel ho sakti h sathsath,0,82,[],0,0,0
nahi rape kam huye na jobs badhe up bihar jharkhand aapse nahi sambhale na sudhare baatein kar walo aapke logon se khali,1,120,[],0,0,0
mujhe tou pata bhi nhi tha ke indians andhe hain puri duniya ko pata hai ke sab se zaida terrorism kis country country me hai,1,125,[],0,0,0
oh godi told u nafirst day jab adi ki ek v scene tak nhi hua tha tab se sab bol rahe the aditi i hate u,1,103,[],0,0,0
rape category me tw kal ka match hi top pe hona hai,0,51,[],0,0,0
kasam se dil khush ho gaya hai bohat acha kiya in ki reporting to rozana khoon pi rahi the,0,90,[],0,0,0
terrorism to ap log hy humreye kasmer bhiyo par zulm kartye ho ap se big terrorism khon ho ga sab se ziyada reap kaha hote hy rishi sir,0,135,[],0,0,0
bhai mai aapke sath hu aapne unhe banay hum to jante bhi nahi the unhe unki shakal dikhi to tv switch of hate you sunil all,1,123,[],0,0,0
ye to sahe kaha par matter solve karo ki tumhare bestie kyun hate karte he,0,74,[],0,0,0
janha marte ho wanha hi inhe petrol se jala dena chaiye waise v terrorism ka koi jaat ya dharm nhi hota to kyun dena inki body ko priwrwleko,0,140,['jaat'],1,1,0
or gurur toh bhartiyo ke khoon me h hai gurur krne waale kaam krte h tbhi gurur h,0,81,[],0,0,0
usse kya hota hai im gujju but i hate gujjus,1,44,[],0,0,0
sirpt usha bhi ek ldki haiplz ap sbse phle girls ko rape se bacha lojisse kai sari pt usha apne spno ki udaan bhar skean indian,0,127,[],0,0,0
aabay kisi sasaty khoon kay jaraseem jo ghar and bivi bhai n cousin ki jobs ki baat hay us ka jawab day khotay,1,110,[],0,0,0
kisi rape ki paidawar he tu,0,27,[],0,0,0
his hair is like more of mahi akhir khoon ka asaar ho hi gaya,1,61,[],0,0,0
kuch bhi karlo kashmir to india main hi rahega haan pakistan zaroor tutega aur white collared terror ka bhi safaya hoga,0,119,[],0,0,0
acha choro yar tum log jeeto aur hazaaron bar jeeto sirf terrorism band kar do yar mujhe haar manzoor hai we want peace and love,0,128,[],0,0,0
pakistan me ladkiyo ki kya halat he iska andaza isi baat se lagaya ja sakta he pak me rape accused ko nhi rape victims ko saza di jati he,1,137,[],0,0,0
achcha choddo yaar tum log jeeton aur hazaaron baar jeeton sirf terrorism bandh kar do yaar mujhe haar manzoor,0,110,[],0,0,0
tu pahle tum jo ghar me rape karte ho uska rate bata,0,52,[],0,0,0
kulbhushan bhi katega phansi pe charha ke bhej dein ge independence day pe,0,74,[],0,0,0
i hate larkon ki awaz change hone wali age,1,42,[],0,0,0
main khush hu ke uski nafrat ka akela waris hu,0,46,[],0,0,0
kiun kaan sy khoon nikalwaany ka shoq hai and where do u live lol,0,65,[],0,0,0
pahle tum ghar me to rape karna chodo bad me india ka dekhna gadho,0,66,[],0,0,0
agar terrorism chod denge wo to hooron ki pari se kaise milenge,0,63,['chod'],1,7,1
bass aa gaya aapke jaise ek do aur dost naraaz ho gaye thee toh no hate tweet,0,77,[],0,0,0
chal tujhy to bar rape krny ka chance mil jata ha naw,1,53,[],0,0,0
choddain gay fir toa terrorism bandh nhi aur be bharr jaega railway tracks pe aur be bharay bharay bombs maarte peerogay,0,120,[],0,0,0
nahi riya ji but agar matter pakistan hota hai to apne aap khoon khoul jata hai bahut se dard hai saltation se le kar ab tak,0,124,[],0,0,0
wo gareeb awam ja k army ki god me kyu beithi haikyu waha k terror perpetrators ka sath deti hai,0,96,[],0,0,0
acha chlo ap jeeto hazar dafa jeeto par meray kashmir main terrorism band kr do,0,79,[],0,0,0
rape to pakistan ka hone wala hai ground pebhai tu apni jaan sambhal k kal raat ko ghar se na nikle pata nahi koi aapke sir pe tv tod de,0,136,[],0,0,0
gand marne ke liye chal ab bye chinal ke kal pure mulk ka bhi rape hojaynga tere wo bhi dekh liyo ok,0,100,[],0,0,0
peace ki baat karte hain jaise kashmir me pakistan army terror kar rahi haiiibeing humanfor humanity pictwittercommnvemen,1,121,[],0,0,0
aap log khud apni behnu ka rape kar rahe ho hamain kya sikhawoge,1,64,[],0,0,0
phir to badiya hai voh kya hai ki hindustan ke hain na to sirf pyar aur ekta samajh aati hai yeh nafrat ki soch se confuse hote hain,0,132,[],0,0,0
haan ek sath pure india ka rape karne ke liye,0,45,[],0,0,0
mujhe lagta hai kal india mai rape ki ratio bharnay wali hai chal yaar let c tomorrow aur haan izzat bacha k,0,108,[],0,0,0
app mein terrorism band karo innocent kashmiris ko hr roz shaheed kr rahay ho,0,77,[],0,0,0
are tumhare har gali mohalle mai rape hote hai tumhare yaha ladkio ko nikalna mushkil hai,0,89,[],0,0,0
ak ne army pr sawal uthaya ya nipr us video ki zarurat ni thiak bhi galat,1,73,[],0,0,0
aur india rape mukth hone ke liye nirbhaya kand ko yaad karta hai,1,65,[],0,0,0
its just a name there is no help haathi ke daant khane ke aur dikhane ke aur,0,76,['haathi'],1,1,0
yogi ji aaj gorakhpur me fir ik nirdosh ka chalan kiya gaya hai wo bhi murder me aur aur aap kahte hai ki aap yogi hai,0,118,[],0,0,0
rishi sab har muslim terrorism na he hota agar ap ak ache or samajdar insaan hote to ap ko ye batane ke zarorat na te,1,117,[],0,0,0
indira gandhi ko marne wala sikhrajiv gandhi ko marne wali tamil ki thito terrorism ko paida karne waly palny wala khud india haimind it,1,136,[],0,0,0
excuse me mr rishi kapoor aap na bolne se pehle socha kare terrorism aap log khatam kare humare kashmir per aap log kaise zulum kar rahe hai,0,140,[],0,0,0
media aurpak army ko bhi hum aakele kaise goli khate rahenge mere bharat ke her jawan bhai ko unka half murder bhi nahi chahiye marane ke,0,137,[],0,0,0
too much hate haih,1,18,[],0,0,0
sochne ki baat hai woh ek din bhi agar pakistani zinda na rahe tou duniya se terrorism khatm ho jayega,0,102,[],0,0,0
india mai baap se phele beta ajata hai rape se jabi th august or th august ka difference pata nai rape jo bhut huta hai,0,119,[],0,0,0
sir ap raw ko samjha de wo pak mein kalbhoshan jese pithu bhejna band krde terrorism khud khatam hojae giumar pachpan ki harkate bachon si,0,138,[],0,0,0
ya allah hitler jesa hukmaran de sdo thatta ko sharm nai roz jamah masjid ki light kharab hoti he or ye log ac room se nikulte tuk nai inko,0,139,[],0,0,0
jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari,0,72,[],0,0,0
aapki soch ko aap k followers ne bhi reject kar diya sirf kuch logon ne pasand ki aur taqreeban rts nafrat choren insan banen,0,125,[],0,0,0
jinke khoon mein hai desh or deshwasiyo se gadaari wo hai congress saari,0,72,[],0,0,0
aik baat tay hai india ka media jitni hatred dikhata hai pakistani media nahin dikhata game hai game ki tarah lo,0,112,[],0,0,0
behen ki loudi tumhare me to legal rape krte h bhai behen ka chutiya,0,68,['chutiya'],1,5,1
thatha inka alane unara kastha mega medha hate pakana pettandi,0,62,[],0,0,0
ab gujarati janta ka khoon pee rahe hain,1,40,[],0,0,0
ye sab chakkar rajnitee k hain dilon mai nafrat ye log he dalte hain dono country k citizens k,0,94,[],0,0,0
aur ka stats dekhna tum saalon pta chalega kaun kittey gddhey mein hai,1,70,[],0,0,0
tum paltey ho terrorism ko,0,26,[],0,0,0
hahahaha tm apni ammi or behan ko dekho aj phr save ghr agai ha ya rape ho gya ha unka,0,86,[],0,0,0
sun pehli baat to rape koi trolling ka hissa nhi hai ye sharmnak hai chahe koi bhi country ho lekin saaley tum pakistani dogley the aur ho,0,138,[],0,0,0
itna hate laate kahaan se ho,0,28,[],0,0,0
ma vasno devi ke mandir jane se sare paap kat hate h aur man ko saanti multi h jai mata di dkumarp pictwittercomdhzfxsgq,0,120,[],0,0,0
cong mahan bheekh mange of votes,0,32,[],0,0,0
own mother bech kaar ke,0,23,[],0,0,0
cow calf ka murder karate ho,0,28,[],0,0,0
sirf vote ke liye sharm karo,1,28,[],0,0,0
absolutely hate traveling mood tabaah hojata hai,1,48,[],0,0,0
budha insaan tri fuddi to ki hai koi donkey hi chode tujhe or han jitenge bhi hm n plz ye rape karna chordo hme izzat pyari hai jeet nhi,0,136,['chode'],1,6,1
ap k desh wasiyon k dil to nafrat se bharay hoye hain but hope for the best,0,75,[],0,0,0
bibi rape ka istemal mei ne nahi usne pehle kiya that socha tum hijado ko rape dikha hi du to baat ye hai ki live dekh lena sab kuch ok,0,135,[],0,0,0
phir rape bas yehi ek lafz likhna bhi ata ha or karna bhichchcchwese tm bhi kisiumm choro janey do,1,98,[],0,0,0
a fir bura laga bas kal tak aankh na fod liyo live rape dekh le pakistan ka legal bhi hai ye rape obsessed chutiye,1,114,[],0,0,0
pakistan terrorism support nahi krta,0,36,[],0,0,0
kabhi kisi ka dil mat todo kyunki crime patrol me murder dil rodney ke wajah se hoti hai,0,88,[],0,0,0
rishi beta kalboushan aaap ka hi abu hai na jo terrorism kar raha tha pakistan main,0,83,[],0,0,0
md junaid kya gazab ki talim paya ho tumne waisey kon si gattar chaap madrassa se talim liya hai pakistani research on islamic terrorism,0,136,[],0,0,0
bjp se nafratmodi se nafrat thik hailekin apni bjpmodi se nafrat ko desh se nafrat me na hone docongress to dube gi desh ko dubaoge,0,131,[],0,0,0
ab iska rape kis ne kiya,0,24,[],0,0,0
kal tak tho achi bhali virgin thi,0,33,[],0,0,0
shreef brothers ko phansi hogi,0,30,[],0,0,0
farak bas itna hai hum sidhe sidhe rape bolte hai aur tum nikah ab pakistan me legal rape hota hai bha se shadi kar ke usme hum kya kare,0,136,[],0,0,0
muslim koi dharam nahi hai ye to dunia ko idiot banane ke sauch hai,1,67,[],0,0,0
islie india ko hindu rastra banay by ccc,0,40,[],0,0,0
ramjan may kya murder hote hai,0,30,[],0,0,0
rape se jo tu obsessed hai aur tuze live rape dikhana mera farz hai isliye fikar hai aur attached toilet bana diya tha hamne me hi,0,130,[],0,0,0
aur tujh jaison ke jarurat d p hume bhe nahi asli terrorist to tum jaise log ho jo dilon mai nafrat rakhtey ho,0,110,[],0,0,0
a pakistani hurt hua bas itne mehi kal tv aur aankh dono phod lega tu ek rape live hone wala hai pakistan ka dekh liyo agar light ho,0,132,[],0,0,0
pakistan terrorism kabhi nahi band kar payega or india ke khilap vi kabhi nahi jit payega,0,89,[],0,0,0
yeh kaisi kasmiriyat so apne khoon see holiday khele laanat hai aise logon pe jo apne jawano ko chod ke terrorist ke maiyad mein jaaye,0,134,['chod'],1,7,1
bihar me fir se double murderitni shanti aur kaha milegibihar me murder ka bahar hai,0,84,[],0,0,0
haan ab to rape wali nsal jawan ho chuki hai,1,44,[],0,0,0
jo insaan pyaar bantta hai wo nafrat ke lessons kaise de sakta hai,0,66,[],0,0,0
ap mazamat karo kashmir main honay walay zulm ki agar rape purana ho gaya hai to,0,80,[],0,0,0
log pehle jan lete hai aur fir jaan murder lete hai,1,51,[],0,0,0
yeh rape wali story bahut purani hai koi nai baat kar,0,53,[],0,0,0
lekin tum log terrorism krte raho bs films banana chor do ghatiya films aur ghatiya actors,0,90,[],0,0,0
yrs me rape,0,11,[],0,0,0
uutni ke sath rape,0,18,[],0,0,0
rascals terrorism faila ke rakha diya haipokgilgit balochistan mei pak se azadi chahte hai log to pak karta kya hai waha ke logo ko silen,0,137,[],0,0,0
daily larki ka rape,0,19,[],0,0,0
tum log jeeton aur hazaaron baar jeeton sirf molestationrape bandh kar do yaar mujhe haar manzoor hai we want female protection,0,127,[],0,0,0
ap ho hi rape ki paidawaar ap kb samjho gay,0,43,[],0,0,0
i wish beta baap s jeet jayeis s jyada khushi pita ko kbhi ni milti hope pak play well i hate one sided match,0,109,[],0,0,0
paaji rape ka mazak ni krty beshak chutyo k mulak se hain par pakistani hmsayo se kuch seekh e lete hain hm,0,107,[],0,0,0
kisi se hutak amaiz andaz mein bat kerne se bat banti nahein bigarti helove for all hatred for noneye islami message he josawne apnaya,1,134,[],0,0,0
btw i hate your jesus thing bhosidika jinki merko kisi din gaand todhni haramkhoro ki unko bacha raha,1,101,['gaand'],1,9,1
jo marzi kar lo rishi kapoor maan lo tum ko ham se is liye nafrat hai kun k hamare level tk aye nahi ho abhi u sarra hua tarbooz,0,128,[],0,0,0
bhai khoon se tweet karayega kya,1,32,[],0,0,0
dil me to blood hi hota he,0,26,[],0,0,0
cow pr hamla hoga,0,17,[],0,0,0
bharat bhumi pe terrorism aur jehad,0,35,[],0,0,0
absolutely true sahreen nafrat failaney waale mutthi bhar logon ne sab ka dimaag kharaab kar rakha hai,0,102,[],0,0,0
kuch hote h joh bhai respect nah hate karte h isliye bolna parta h apse koi against nah h wese acha k tum respect karti ho,0,122,[],0,0,0
lets stop isse pehle ki koi hamara khoon kar de,0,47,[],0,0,0
maine yeh pic hatred k liye nhi kiya bhai,0,41,[],0,0,0
dear best friend ma jis se nafrat karu lazmi hai kay tum bhi us se nafrat karo,0,78,[],0,0,0
murder is ki saza kya ho pictwittercomicqomwgz,0,46,[],0,0,0
dosron ke mulk terrorist bejhtes hein knowledge itni ka larkiyon ko gaaliyaan detaa hai bheno ka rape hona deta hein shit railway pa karte h,1,140,[],0,0,0
terrorism ko choro uncle apni biwibeti aur ane wali baho ki fikar karo aisa na ho kisi marketauto ya metro may rape ho jye unka,0,127,[],0,0,0
mujhe tou hameesha hate hee mila hai,0,36,[],0,0,0
that kisi se nafrat utni hi karo ke mohabbat ki gunjaish rahe,0,61,[],0,0,0
rajasthan k kisan ko aap ne phansi par latka diya tha,1,53,[],0,0,0
kya sab kisan bhai kcsath aap yahi karegi,1,41,[],0,0,0
acha choddo yaar tum log jeeton aur hazaaron baar jeeton sirf aurtun ka rape bandh kar do yar mujhe haar manzoor hai we want peace love,0,135,[],0,0,0
jo bhi karlo kabhi prime minister nhi banega na us k bete ko koi film mileg jitni hate pak se karni ho karlo run veer kapoora,0,125,[],0,0,0
